file_path,filename,extension,class,duration,sample_rate,num_samples,num_channels,array_shape,array_dtype,file_size_bytes,file_size_mb,label
data/train/train/train/53042.npy,53042.npy,.npy,off,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,off
data/train/train/train/95649.npy,95649.npy,.npy,wow,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,wow
data/train/train/train/6641.npy,6641.npy,.npy,cat,,,12971,1,"(1, 12971)",float32,52012,0.0496025085449218,cat
data/train/train/train/69329.npy,69329.npy,.npy,seven,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,seven
data/train/train/train/22686.npy,22686.npy,.npy,follow,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,follow
data/train/train/train/13346.npy,13346.npy,.npy,down,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,down
data/train/train/train/102109.npy,102109.npy,.npy,zero,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,zero
data/train/train/train/89878.npy,89878.npy,.npy,two,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,two
data/train/train/train/36607.npy,36607.npy,.npy,learn,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,learn
data/train/train/train/33922.npy,33922.npy,.npy,happy,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,happy
data/train/train/train/80840.npy,80840.npy,.npy,stop,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,stop
data/train/train/train/4023.npy,4023.npy,.npy,bird,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,bird
data/train/train/train/90363.npy,90363.npy,.npy,up,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,up
data/train/train/train/65492.npy,65492.npy,.npy,right,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,right
data/train/train/train/28731.npy,28731.npy,.npy,go,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,go
data/train/train/train/4010.npy,4010.npy,.npy,bird,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,bird
data/train/train/train/17216.npy,17216.npy,.npy,eight,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,eight
data/train/train/train/6698.npy,6698.npy,.npy,cat,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,cat
data/train/train/train/77915.npy,77915.npy,.npy,stop,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,stop
data/train/train/train/81783.npy,81783.npy,.npy,three,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,three
data/train/train/train/4647.npy,4647.npy,.npy,bird,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,bird
data/train/train/train/35194.npy,35194.npy,.npy,house,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,house
data/train/train/train/60608.npy,60608.npy,.npy,one,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,one
data/train/train/train/20368.npy,20368.npy,.npy,five,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,five
data/train/train/train/66235.npy,66235.npy,.npy,right,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,right
data/train/train/train/71983.npy,71983.npy,.npy,sheila,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,sheila
data/train/train/train/57869.npy,57869.npy,.npy,on,,,10403,1,"(1, 10403)",float32,41740,0.0398063659667968,on
data/train/train/train/40124.npy,40124.npy,.npy,left,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,left
data/train/train/train/31035.npy,31035.npy,.npy,go,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,go
data/train/train/train/83025.npy,83025.npy,.npy,three,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,three
data/train/train/train/74317.npy,74317.npy,.npy,six,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,six
data/train/train/train/9538.npy,9538.npy,.npy,dog,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,dog
data/train/train/train/58520.npy,58520.npy,.npy,on,,,15531,1,"(1, 15531)",float32,62252,0.0593681335449218,on
data/train/train/train/5470.npy,5470.npy,.npy,bird,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,bird
data/train/train/train/34305.npy,34305.npy,.npy,happy,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,happy
data/train/train/train/78507.npy,78507.npy,.npy,stop,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,stop
data/train/train/train/54106.npy,54106.npy,.npy,off,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,off
data/train/train/train/78722.npy,78722.npy,.npy,stop,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,stop
data/train/train/train/96179.npy,96179.npy,.npy,wow,,,11889,1,"(1, 11889)",float32,47684,0.0454750061035156,wow
data/train/train/train/16281.npy,16281.npy,.npy,eight,,,12632,1,"(1, 12632)",float32,50656,0.048309326171875,eight
data/train/train/train/85485.npy,85485.npy,.npy,tree,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,tree
data/train/train/train/36273.npy,36273.npy,.npy,house,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,house
data/train/train/train/49718.npy,49718.npy,.npy,no,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,no
data/train/train/train/57986.npy,57986.npy,.npy,on,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,on
data/train/train/train/35093.npy,35093.npy,.npy,house,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,house
data/train/train/train/82421.npy,82421.npy,.npy,three,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,three
data/train/train/train/86018.npy,86018.npy,.npy,tree,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,tree
data/train/train/train/53012.npy,53012.npy,.npy,off,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,off
data/train/train/train/31746.npy,31746.npy,.npy,go,,,9558,1,"(1, 9558)",float32,38360,0.0365829467773437,go
data/train/train/train/91033.npy,91033.npy,.npy,up,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,up
data/train/train/train/46566.npy,46566.npy,.npy,nine,,,7509,1,"(1, 7509)",float32,30164,0.0287666320800781,nine
data/train/train/train/101000.npy,101000.npy,.npy,yes,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,yes
data/train/train/train/56619.npy,56619.npy,.npy,on,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,on
data/train/train/train/46483.npy,46483.npy,.npy,nine,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,nine
data/train/train/train/71332.npy,71332.npy,.npy,sheila,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,sheila
data/train/train/train/10376.npy,10376.npy,.npy,down,,,15702,1,"(1, 15702)",float32,62936,0.0600204467773437,down
data/train/train/train/17439.npy,17439.npy,.npy,eight,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,eight
data/train/train/train/21829.npy,21829.npy,.npy,follow,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,follow
data/train/train/train/62069.npy,62069.npy,.npy,one,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,one
data/train/train/train/63831.npy,63831.npy,.npy,right,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,right
data/train/train/train/56315.npy,56315.npy,.npy,on,,,12056,1,"(1, 12056)",float32,48352,0.046112060546875,on
data/train/train/train/4134.npy,4134.npy,.npy,bird,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,bird
data/train/train/train/10858.npy,10858.npy,.npy,down,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,down
data/train/train/train/66127.npy,66127.npy,.npy,right,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,right
data/train/train/train/14424.npy,14424.npy,.npy,eight,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,eight
data/train/train/train/68798.npy,68798.npy,.npy,seven,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,seven
data/train/train/train/88112.npy,88112.npy,.npy,two,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,two
data/train/train/train/95814.npy,95814.npy,.npy,wow,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,wow
data/train/train/train/90892.npy,90892.npy,.npy,up,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,up
data/train/train/train/91159.npy,91159.npy,.npy,up,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,up
data/train/train/train/16937.npy,16937.npy,.npy,eight,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,eight
data/train/train/train/96767.npy,96767.npy,.npy,wow,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,wow
data/train/train/train/90070.npy,90070.npy,.npy,two,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,two
data/train/train/train/44035.npy,44035.npy,.npy,marvin,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,marvin
data/train/train/train/23453.npy,23453.npy,.npy,forward,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,forward
data/train/train/train/57359.npy,57359.npy,.npy,on,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,on
data/train/train/train/33503.npy,33503.npy,.npy,happy,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,happy
data/train/train/train/67000.npy,67000.npy,.npy,right,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,right
data/train/train/train/81877.npy,81877.npy,.npy,three,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,three
data/train/train/train/79719.npy,79719.npy,.npy,stop,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,stop
data/train/train/train/66797.npy,66797.npy,.npy,right,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,right
data/train/train/train/24122.npy,24122.npy,.npy,forward,,,12631,1,"(1, 12631)",float32,50652,0.0483055114746093,forward
data/train/train/train/10560.npy,10560.npy,.npy,down,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,down
data/train/train/train/70152.npy,70152.npy,.npy,seven,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,seven
data/train/train/train/4864.npy,4864.npy,.npy,bird,,,16000,1,"(1, 16000)",float32,64128,0.0611572265625,bird
